#name	name2
NM_001139515	DACH2
NM_003662	PIR
NM_001018109	PIR
NM_006089	SCML2
NR_033717	SCML2
NM_015884	MBTPS2
NM_001123384	BCOR
NM_001123383	BCOR
NM_001126055	CASK
NM_003688	CASK
NM_001126054	CASK
NM_001146291	ZNF674
NM_001039891	ZNF674
NM_001190417	ZNF674
NM_007130	ZNF41
NM_153380	ZNF41
NM_007137	ZNF81
NM_006521	TFE3
NM_001184897	PHF8
NM_015107	PHF8
NM_001184896	PHF8
NM_001184898	PHF8
NM_007156	ZXDA
NM_000044	AR
NM_001011645	AR
NM_001005610	EDA
NM_001005613	EDA
NM_001145408	NONO
NM_001145409	NONO
NM_001145410	NONO
NM_004606	TAF1
NM_138923	TAF1
NM_007363	NONO
NM_001166418	HDAC8
NM_001166419	HDAC8
NM_018486	HDAC8
NM_001166448	HDAC8
NR_051952	HDAC8
NM_144657	HDX
NM_001177479	HDX
NM_001177478	HDX
NM_024885	TAF7L
NM_001168474	TAF7L
NM_001081550	THOC2
NM_001421	ELF4
NM_001127197	ELF4
NM_152695	ZNF449
NM_173493	PASD1
NM_005334	HCFC1
NM_000451	SHOX
NM_006883	SHOX
NM_001171136	ZBED1
NM_001171135	ZBED1
NM_004729	ZBED1
NM_001193270	MSL3
NM_078629	MSL3
NM_006800	MSL3
NM_078628	MSL3
NM_001011658	TRAPPC2
NM_152634	TCEANC
NM_001128835	TRAPPC2
NM_014563	TRAPPC2
NM_005314	GRPR
NM_001168683	TXLNG
NM_018360	TXLNG
NM_001037536	SCML1
NM_001037540	SCML1
NM_006746	SCML1
NM_001037535	SCML1
NM_206923	YY2
NM_006406	PRDX4
NM_139058	ARX
NM_000475	NR0B1
NM_152787	TAB3
NM_017745	BCOR
NM_001123385	BCOR
NM_005765	ATP6AP2
NM_000266	NDP
NM_017776	ZNF673
NM_001129899	ZNF673
NM_001129898	ZNF673
NM_001129900	ZNF673
NM_003446	ZNF157
NM_003254	TIMP1
NM_001114123	ELK1
NM_001257168	ELK1
NM_005229	ELK1
NM_001037735	ZNF630
NR_033730	ZNF630
NM_001190255	ZNF630
NM_006044	HDAC6
NM_002049	GATA1
NM_006875	PIM2
NM_001114377	FOXP3
NM_014009	FOXP3
NM_022117	TSPYL2
NM_198451	FOXR2
NM_001199687	EDA2R
NM_021783	EDA2R
NM_001242310	EDA2R
NM_001170931	FOXO4
NM_005938	FOXO4
NM_001144887	CITED1
NM_001144886	CITED1
NM_001144885	CITED1
NM_004143	CITED1
NM_001166420	HDAC8
NM_001166422	HDAC8
NM_033053	DMRTC1
NM_001080851	DMRTC1B
NM_001080851	DMRTC1B
NM_033053	DMRTC1
NM_005193	CDX4
NM_203303	ZCCHC13
NM_016120	RLIM
NM_183353	RLIM
NM_015975	TAF9B
NM_016954	TBX22
NM_001109879	TBX22
NM_001109878	TBX22
NM_000307	POU3F4
NM_021998	ZNF711
NM_138960	TGIF2LX
NM_000061	BTK
NM_000169	GLA
NM_018476	BEX1
NM_001168401	BEX2
NM_001168400	BEX2
NM_001168399	BEX2
NM_152278	TCEAL7
NM_032621	BEX2
NM_004780	TCEAL1
NM_001006640	TCEAL1
NM_001006639	TCEAL1
NM_001142426	MORF4L2
NM_001142425	MORF4L2
NM_001142424	MORF4L2
NM_001142423	MORF4L2
NM_001142418	MORF4L2
NM_001142431	MORF4L2
NM_001142429	MORF4L2
NM_001142430	MORF4L2
NM_001142428	MORF4L2
NM_001142427	MORF4L2
NM_001142420	MORF4L2
NM_001142419	MORF4L2
NM_012286	MORF4L2
NM_001142422	MORF4L2
NM_001142421	MORF4L2
NM_001142432	MORF4L2
NM_153448	ESX1
NM_198057	TSC22D3
NM_004089	TSC22D3
NM_001015881	TSC22D3
NM_002814	PSMD10
NM_170750	PSMD10
NM_017544	NKRF
NM_001173488	NKRF
NM_001173487	NKRF
NM_024528	NKAP
NM_139282	RHOXF1
NM_001099685	RHOXF2B
NM_032498	RHOXF2
NM_001184742	ZBTB33
NM_006777	ZBTB33
NM_001099685	RHOXF2B
NM_032498	RHOXF2
NM_016521	TFDP3
NM_007131	ZNF75D
NM_001185063	ZNF75D
NM_003413	ZIC3
NM_005634	SOX3
NM_016153	HSFX1
NM_001164415	HSFX2
NM_016153	HSFX1
NM_001164415	HSFX2
NM_005342	HMGB3
NM_005393	PLXNB3
NM_001163257	PLXNB3
NM_001569	IRAK1
NM_001025243	IRAK1
NM_001025242	IRAK1
NM_001110556	FLNA
NM_001456	FLNA
NM_006014	LAGE3
NM_001145255	IKBKG
NM_003639	IKBKG
NM_001099856	IKBKG
NM_001099857	IKBKG
NM_139250	CTAG1A
NM_139250	CTAG1A
NM_172377	CTAG2
NM_020994	CTAG2
NM_001171136	ZBED1
NM_001171135	ZBED1
NM_004729	ZBED1
NM_134259	TBL1Y
NM_134258	TBL1Y
NM_033284	TBL1Y
NM_001001877	HSFY2
NR_003509	HSFY2
NM_152584	HSFY1
NR_003510	HSFY1
NM_033108	HSFY1
NM_153716	HSFY2
NM_000451	SHOX
NM_006883	SHOX
NM_003140	SRY
NM_001145276	ZFY
NM_001145275	ZFY
NM_003411	ZFY
NM_139214	TGIF2LY
NR_003509	HSFY2
NM_152584	HSFY1
NR_003510	HSFY1
NM_001001877	HSFY2
NM_033108	HSFY1
NM_153716	HSFY2
NM_001024629	NRP1
NM_001024628	NRP1
NM_003873	NRP1
NM_001244973	NRP1
NM_001244972	NRP1
NR_045259	NRP1
NM_001166245	HPSE2
NM_001166244	HPSE2
NM_021828	HPSE2
NM_001166246	HPSE2
NM_153498	CAMK1D
NM_020397	CAMK1D
NM_001195626	MLLT10
NM_004641	MLLT10
NM_001098512	PRKG1
NM_006258	PRKG1
NM_014974	DIP2C
NM_006257	PRKCQ
NM_001242413	PRKCQ
NM_031923	TAF3
NM_030664	PTER
NM_001261837	PTER
NM_001261838	PTER
NM_001001484	PTER
NM_001261836	PTER
NR_026560	ZNF438
NM_001143770	ZNF438
NM_001143769	ZNF438
NM_001143768	ZNF438
NM_001143766	ZNF438
NM_001143767	ZNF438
NM_182755	ZNF438
NM_001143771	ZNF438
NM_001174096	ZEB1
NM_001128128	ZEB1
NM_001174095	ZEB1
NM_001174094	ZEB1
NM_001174093	ZEB1
NM_030751	ZEB1
NM_052997	ANKRD30A
NM_003421	ZNF37A
NM_001007094	ZNF37A
NM_001178101	ZNF37A
NM_006955	ZNF33B
NM_001256153	ALOX5
NM_001256154	ALOX5
NM_000698	ALOX5
NM_021226	ARHGAP22
NM_001256026	ARHGAP22
NM_001256025	ARHGAP22
NM_001256024	ARHGAP22
NR_045675	ARHGAP22
NM_001080520	DRGX
NM_032199	ARID5B
NM_001244638	ARID5B
NM_001198800	ASCC1
NM_001198799	ASCC1
NM_001198798	ASCC1
NR_045564	ASCC1
NM_001256469	KAT6B
NM_012330	KAT6B
NM_001256468	KAT6B
NM_000314	PTEN
NM_138316	PANK1
NM_148978	PANK1
NM_148977	PANK1
NM_003972	BTAF1
NM_000769	CYP2C19
NM_000771	CYP2C9
NM_014803	ZNF518A
NM_001170766	LCOR
NM_001170765	LCOR
NM_032440	LCOR
NM_001278	CHUK
NM_005521	TLX1
NM_001256856	BTRC
NM_033637	BTRC
NM_001195517	TLX1
NM_003939	BTRC
NM_016169	SUFU
NM_001178133	SUFU
NM_001198526	TCF7L2
NM_001198529	TCF7L2
NM_001198528	TCF7L2
NM_001198527	TCF7L2
NM_001146286	TCF7L2
NM_001146285	TCF7L2
NM_001146284	TCF7L2
NM_001198530	TCF7L2
NM_001198525	TCF7L2
NM_001146283	TCF7L2
NM_001146274	TCF7L2
NM_001198531	TCF7L2
NM_030756	TCF7L2
NM_001144917	FGFR2
NM_001144916	FGFR2
NM_001144919	FGFR2
NM_022970	FGFR2
NM_000141	FGFR2
NM_001144915	FGFR2
NM_001144914	FGFR2
NM_001144913	FGFR2
NM_001144918	FGFR2
NM_018180	DHX32
NM_001005463	EBF3
NM_001300	KLF6
NM_001160125	KLF6
NM_001160124	KLF6
NR_027653	KLF6
NM_000417	IL2RA
NM_002051	GATA3
NM_001002295	GATA3
NM_021980	OPTN
NM_001008211	OPTN
NM_001008212	OPTN
NM_001008213	OPTN
NM_001195627	MLLT10
NM_001195630	MLLT10
NM_001195628	MLLT10
NM_005180	BMI1
NM_012228	MSRB2
NM_178161	PTF1A
NM_001256415	RAB18
NM_001256412	RAB18
NM_001256411	RAB18
NM_001256410	RAB18
NM_021252	RAB18
NR_046172	RAB18
NM_001242702	MKX
NM_173576	MKX
NM_025209	EPC1
NM_182850	CREM
NM_182772	CREM
NM_182771	CREM
NM_182770	CREM
NM_182769	CREM
NM_001881	CREM
NM_181571	CREM
NM_183013	CREM
NM_182725	CREM
NM_182724	CREM
NM_182723	CREM
NM_182722	CREM
NM_182721	CREM
NM_182720	CREM
NM_182719	CREM
NM_182718	CREM
NM_182717	CREM
NM_182853	CREM
NM_183012	CREM
NM_183011	CREM
NM_183060	CREM
NM_006974	ZNF33A
NM_006954	ZNF33A
NM_020975	RET
NM_020630	RET
NM_001178134	CXCL12
NM_000609	CXCL12
NM_001033886	CXCL12
NM_199168	CXCL12
NM_007021	C10orf10
NM_002750	MAPK8
NM_139049	MAPK8
NM_139047	MAPK8
NM_139046	MAPK8
NM_012242	DKK1
NM_001204880	UBE2D1
NM_003201	TFAM
NM_003338	UBE2D1
NM_001170407	CDK1
NM_001170406	CDK1
NM_001786	CDK1
NM_033379	CDK1
NM_001136179	EGR2
NM_000399	EGR2
NM_001136178	EGR2
NM_001136177	EGR2
NM_001142498	SIRT1
NM_012238	SIRT1
NM_020999	NEUROG3
NM_001083116	PRF1
NM_005041	PRF1
NM_000281	PCBD1
NM_002778	PSAP
NM_001042466	PSAP
NM_001042465	PSAP
NM_019058	DDIT4
NM_007055	POLR3A
NM_003019	SFTPD
NR_029907	MIR346
NM_000043	FAS
NR_028036	FAS
NR_028035	FAS
NR_028034	FAS
NR_028033	FAS
NM_152872	FAS
NM_152871	FAS
NM_014391	ANKRD1
NM_002729	HHEX
NM_020992	PDLIM1
NM_015652	C10orf12
NM_003015	SFRP5
NM_145285	NKX2-3
NM_000278	PAX2
NM_003989	PAX2
NM_003988	PAX2
NM_003987	PAX2
NM_003990	PAX2
NM_021830	C10orf2
NM_001163813	C10orf2
NM_001163812	C10orf2
NM_001163814	C10orf2
NM_006562	LBX1
NM_003893	LDB1
NM_004741	NOLC1
NM_001113407	LDB1
NM_005029	PITX3
NM_001077493	NFKB2
NM_001261403	NFKB2
NM_002502	NFKB2
NM_001077494	NFKB2
NM_001011663	PCGF6
NM_032154	PCGF6
NM_006951	TAF5
NM_014976	PDCD11
NM_001008541	MXI1
NM_005962	MXI1
NM_130439	MXI1
NM_001112704	VAX1
NM_199131	VAX1
NM_004098	EMX2
NM_001165924	EMX2
NM_006793	PRDX3
NM_014098	PRDX3
NM_018117	WDR11
NM_022466	IKZF5
NM_005519	HMX2
NM_001105574	HMX3
NM_001146340	NKX1-2
NM_032182	FAM175B
NM_001202438	C10orf137
NM_015608	C10orf137
NM_207426	FOXI2
NM_177400	NKX6-2
NM_014468	VENTX
NM_001164489	ADAM8
NM_003577	UTF1
NM_001164490	ADAM8
NM_001109	ADAM8
NM_012147	DUX2
NM_012147	DUX2
NM_012147	DUX2
NM_001164467	DUX4L3
NM_001164467	DUX4L3
NM_001164467	DUX4L3
NM_001098517	CADM1
NM_014333	CADM1
NM_021008	DEAF1
NM_000218	KCNQ1
NR_040711	KCNQ1
NM_145689	APBB1
NM_001164	APBB1
NM_001257319	APBB1
NM_001257326	APBB1
NM_001257325	APBB1
NM_001257324	APBB1
NM_001257323	APBB1
NM_001257322	APBB1
NM_001257321	APBB1
NM_001257320	APBB1
NR_047512	APBB1
NM_021961	TEAD1
NM_001030272	ARNTL
NM_001178	ARNTL
NM_001030273	ARNTL
NM_001145819	SOX6
NM_001145811	SOX6
NM_017508	SOX6
NM_033326	SOX6
NM_005316	GTF2H1
NM_001142307	GTF2H1
NM_001752	CAT
NM_021926	ALX4
NM_021117	CRY2
NM_001127457	CRY2
NM_001085464	CTNND1
NM_001085467	CTNND1
NM_001206886	CTNND1
NM_001206887	CTNND1
NM_001085468	CTNND1
NM_001085469	CTNND1
NM_001206884	CTNND1
NM_001206889	CTNND1
NM_001206890	CTNND1
NM_001085461	CTNND1
NM_001206888	CTNND1
NM_001085462	CTNND1
NM_001206885	CTNND1
NM_001085463	CTNND1
NM_001331	CTNND1
NM_001085460	CTNND1
NM_001085459	CTNND1
NM_001085458	CTNND1
NM_001206883	CTNND1
NM_001085466	CTNND1
NM_001085465	CTNND1
NM_001206891	CTNND1
NM_004265	FADS2
NM_002032	FTH1
NM_005438	FOSL1
NM_178864	NPAS4
NM_002180	IGHMBP2
NM_053056	CCND1
NM_020251	ARRB1
NM_004041	ARRB1
NM_004621	TRPC6
NM_001202474	PGR
NM_000926	PGR
NM_006006	ZBTB16
NM_001018011	ZBTB16
NM_012104	BACE1
NM_003904	ZNF259
NM_138971	BACE1
NM_138973	BACE1
NM_138972	BACE1
NM_005933	MLL
NM_001197104	MLL
NM_005188	CBL
NM_003455	ZNF202
NM_022062	PKNOX2
NM_002017	FLI1
NM_001143820	ETS1
NM_001167681	FLI1
NM_021805	SIGIRR
NM_001135054	SIGIRR
NM_001135053	SIGIRR
NM_001572	IRF7
NM_004029	IRF7
NM_004031	IRF7
NM_021128	POLR2L
NR_002196	H19
NM_001185098	INS
NM_001185097	INS
NM_000360	TH
NR_003512	INS-IGF2
NM_199293	TH
NM_199292	TH
NM_000207	INS
NM_001042376	INS-IGF2
NM_005170	ASCL2
NM_003311	PHLDA2
NM_003141	TRIM21
NM_000559	HBG1
NM_005330	HBE1
NM_000184	HBG2
NM_001199573	TRIM22
NM_006074	TRIM22
NM_001005180	OR56B1
NM_006284	TAF10
NM_013250	ZNF215
NM_020646	ASCL3
NM_003442	ZNF143
NM_016422	RNF141
NM_000315	PTH
NM_002478	MYOD1
NM_002301	LDHC
NM_017448	LDHC
NM_001256372	E2F8
NM_001256371	E2F8
NM_024680	E2F8
NM_000510	FSHB
NM_001018080	FSHB
NM_001258464	PAX6
NM_000280	PAX6
NM_001258463	PAX6
NM_001127612	PAX6
NM_001258462	PAX6
NM_001604	PAX6
NM_001258465	PAX6
NM_001198551	WT1
NM_024426	WT1
NM_024424	WT1
NM_001198552	WT1
NM_000378	WT1
NM_001142315	LMO2
NM_001142316	LMO2
NM_005574	LMO2
NM_001422	ELF5
NM_001243080	ELF5
NM_001243081	ELF5
NM_198381	ELF5
NM_001206616	EHF
NM_001206615	EHF
NM_012153	EHF
NM_004620	TRAF6
NM_145803	TRAF6
NM_001243747	API5
NR_024625	API5
NM_001142930	API5
NM_006595	API5
NM_001142931	API5
NM_005456	MAPK8IP1
NM_052854	CREB3L1
NM_005693	NR1H3
NM_001251935	NR1H3
NM_001251934	NR1H3
NM_001130102	NR1H3
NM_001130101	NR1H3
NM_003120	SPI1
NM_001080547	SPI1
NM_001256916	MS4A2
NM_000139	MS4A2
NM_013279	C11orf9
NM_001127392	C11orf9
NM_001139443	BEST1
NM_004183	BEST1
NM_004739	MTA2
NM_002696	POLR2G
NM_006473	TAF6L
NM_173587	RCOR2
NM_004451	ESRRA
NM_003942	RPS6KA4
NM_001006944	RPS6KA4
NM_001178030	SF1
NM_130799	MEN1
NM_130801	MEN1
NM_130800	MEN1
NM_201998	SF1
NM_201997	SF1
NM_201995	SF1
NM_004630	SF1
NR_033649	SF1
NR_033650	SF1
NM_000244	MEN1
NM_001178031	SF1
NM_130803	MEN1
NM_130802	MEN1
NM_130804	MEN1
NM_006244	PPP2R5B
NM_138456	BATF2
NM_006268	DPF2
NM_001206833	KAT5
NM_006388	KAT5
NM_001145138	RELA
NM_001243984	RELA
NM_021975	RELA
NM_182710	KAT5
NM_182709	KAT5
NM_001243985	RELA
NM_004561	OVOL1
NM_006848	CCDC85B
NM_006442	DRAP1
NM_015399	BRMS1
NM_001024957	BRMS1
NM_001198836	RBM14
NM_006328	RBM14
NM_001198837	RBM14
NM_003977	AIP
NM_005995	TBX10
NM_002007	FGF4
NM_005169	PHOX2A
NM_001260506	RPS3
NM_001005	RPS3
NM_001260507	RPS3
NM_001256802	RPS3
NM_001039618	CREBZF
NR_028027	CREBZF
NR_028026	CREBZF
NR_028025	CREBZF
NR_028024	CREBZF
NM_012193	FZD4
NM_001143975	UBTFL1
NM_004268	MED17
NM_001195045	YAP1
NM_001195044	YAP1
NM_001130145	YAP1
NM_006106	YAP1
NM_001145938	MMP1
NM_002422	MMP3
NM_002421	MMP1
NM_002519	NPAT
NM_001885	CRYAB
NM_001562	IL18
NM_001243211	IL18
NM_001207048	BACE1
NM_001207049	BACE1
NM_181721	FOXR1
NM_015517	HINFP
NM_198971	HINFP
NM_001243259	HINFP
NM_006500	MCAM
NM_012101	TRIM29
NM_001244682	POU2F3
NM_014352	POU2F3
NM_001098169	BSX
NM_001114122	CHEK1
NM_001274	CHEK1
NM_001114121	CHEK1
NM_001244846	CHEK1
NR_045204	CHEK1
NR_045205	CHEK1
NM_001039661	TIRAP
NM_148910	TIRAP
NM_005238	ETS1
NM_001162422	ETS1
NM_003658	BARX2
NM_020228	PRDM10
NM_199439	PRDM10
NM_199438	PRDM10
NM_199437	PRDM10
NM_018644	B3GAT1
NM_054025	B3GAT1
NM_201443	TEAD4
NM_003213	TEAD4
NM_201441	TEAD4
NM_152989	SOX5
NM_001261414	SOX5
NM_001202233	NR4A1
NM_002392	MDM2
NM_003297	NR2C1
NM_001042603	KDM5A
NR_027946	ERC1
NM_178040	ERC1
NR_027949	ERC1
NR_027948	ERC1
NM_178039	ERC1
NM_000552	VWF
NM_001273	CHD4
NM_002336	LRP6
NM_001987	ETV6
NM_018179	ATF7IP
NM_178010	SOX5
NM_001261415	SOX5
NM_006940	SOX5
NM_002223	ITPR2
NM_001248004	ARNTL2
NM_001248003	ARNTL2
NM_001248002	ARNTL2
NM_020183	ARNTL2
NM_001248005	ARNTL2
NM_153026	PRICKLE1
NM_001144881	PRICKLE1
NM_001144883	PRICKLE1
NM_001144882	PRICKLE1
NM_016123	IRAK4
NM_001114182	IRAK4
NM_001145258	IRAK4
NM_001145257	IRAK4
NM_001145256	IRAK4
NM_173602	DIP2B
NM_005653	TFCP2
NM_001173453	TFCP2
NM_001173452	TFCP2
NM_000966	RARG
NM_001130060	ATF7
NM_001042728	RARG
NM_006856	ATF7
NM_001206683	ATF7
NM_001243732	RARG
NM_001243731	RARG
NM_001243730	RARG
NM_006897	HOXC9
NM_001206682	ATF7
NM_012117	CBX5
NM_001798	CDK2
NM_052827	CDK2
NM_004731	SLC16A7
NM_007199	IRAK3
NM_003483	HMGA2
NM_001142523	IRAK3
NM_000619	IFNG
NM_025114	CEP290
NM_005761	PLXNC1
NM_005230	ELK3
NM_001206977	NR1H4
NM_001206978	NR1H4
NM_001206979	NR1H4
NM_005123	NR1H4
NM_001206993	NR1H4
NM_001206992	NR1H4
NM_003330	TXNRD1
NM_001093771	TXNRD1
NM_182729	TXNRD1
NM_182743	TXNRD1
NM_182742	TXNRD1
NM_001261445	TXNRD1
NM_001261446	TXNRD1
NM_001160708	POLR3B
NM_018082	POLR3B
NM_001206691	RFX4
NM_004075	CRY1
NM_213594	RFX4
NM_032491	RFX4
NM_012406	PRDM4
NM_015267	CUX2
NM_022363	LHX5
NM_004416	DTX1
NM_181486	TBX5
NM_000192	TBX5
NM_080718	TBX5
NM_080717	TBX5
NM_207311	CCDC64
NM_001516	GTF2H3
NM_202003	FOXM1
NM_202002	FOXM1
NM_001243088	FOXM1
NM_021953	FOXM1
NM_001243089	FOXM1
NM_001759	CCND2
NM_001065	TNFRSF1A
NM_133476	ZNF384
NM_001039920	ZNF384
NM_001135734	ZNF384
NM_001195017	CD4
NM_001195016	CD4
NM_000616	CD4
NM_001195015	CD4
NM_001195014	CD4
NM_002831	PTPN6
NM_080548	PTPN6
NM_080549	PTPN6
NM_001145465	NANOGNB
NM_024865	NANOG
NM_018416	FOXJ2
NM_000014	A2M
NM_007360	KLRK1
NM_001145426	CSDA
NM_003651	CSDA
NM_001310	CREBL2
NM_018640	LMO3
NM_001243613	LMO3
NM_001243612	LMO3
NM_001243611	LMO3
NM_001243610	LMO3
NM_001243609	LMO3
NM_001001395	LMO3
NR_045014	LMO3
NR_045013	LMO3
NR_045012	LMO3
NM_033360	KRAS
NM_004985	KRAS
NM_030762	BHLHE41
NM_002820	PTHLH
NM_198966	PTHLH
NM_198965	PTHLH
NM_198964	PTHLH
NM_015401	HDAC7
NM_001098416	HDAC7
NM_017842	SLC48A1
NM_001017536	VDR
NM_000376	VDR
NM_001017535	VDR
NM_001240	CCNT1
NM_003394	WNT10B
NM_005430	WNT1
NM_144593	RHEBL1
NM_147190	CERS5
NM_005171	ATF1
NM_030809	CSRNP2
NR_045072	CSRNP2
NM_001136267	DAZAP2
NM_001136266	DAZAP2
NM_014764	DAZAP2
NM_001136264	DAZAP2
NM_002702	POU6F1
NM_001136269	DAZAP2
NM_001136268	DAZAP2
NR_026893	POU6F1
NM_002135	NR4A1
NM_173157	NR4A1
NM_005556	KRT7
NM_152860	SP7
NM_001173467	SP7
NM_003109	SP1
NM_138473	SP1
NM_001251825	SP1
NM_001130059	ATF7
NM_017409	HOXC10
NM_017410	HOXC13
NM_173860	HOXC12
NM_014212	HOXC11
NM_014620	HOXC4
NM_018953	HOXC5
NR_003084	HOXC5
NM_022658	HOXC8
NM_153693	HOXC6
NM_004503	HOXC6
NM_153633	HOXC4
NM_001127322	CBX5
NM_001127321	CBX5
NM_001136023	NFE2
NM_006163	NFE2
NM_001261461	NFE2
NM_002205	ITGA5
NM_021191	NEUROD4
NM_022465	IKZF4
NM_006191	PA2G4
NM_005419	STAT2
NM_198332	STAT2
NM_001113203	NACA
NM_001113202	NACA
NR_045277	NACA
NM_001178079	STAT6
NM_001178078	STAT6
NM_003153	STAT6
NM_005967	NAB2
NM_001178081	STAT6
NM_001178080	STAT6
NR_033659	STAT6
NM_001160045	GLI1
NM_001167609	GLI1
NM_001195057	DDIT3
NM_001195056	DDIT3
NM_001195055	DDIT3
NM_001195054	DDIT3
NM_001195053	DDIT3
NM_004083	DDIT3
NM_005269	GLI1
NM_000075	CDK4
NM_003484	HMGA2
NM_006530	YEATS4
NM_203394	E2F7
NM_005593	MYF5
NM_002469	MYF6
NR_033192	CCDC59
NM_014167	CCDC59
NM_006982	ALX1
NM_003348	UBE2N
NR_037687	PLXNC1
NM_001032287	NR2C1
NM_001127362	NR2C1
NM_152323	SPIC
NM_024312	GNPTAB
NM_016053	CCDC53
NM_004316	ASCL1
NM_006166	NFYB
NM_004072	CMKLR1
NM_001142345	CMKLR1
NM_001142344	CMKLR1
NM_001142343	CMKLR1
NM_213596	FOXN4
NM_005996	TBX3
NM_016569	TBX3
NM_000928	PLA2G1B
NM_000545	HNF1A
NR_033952	P2RX7
NR_033951	P2RX7
NR_033950	P2RX7
NR_033956	P2RX7
NR_033955	P2RX7
NR_033954	P2RX7
NM_002562	P2RX7
NR_033949	P2RX7
NR_033948	P2RX7
NR_033953	P2RX7
NM_001261397	P2RX4
NM_002560	P2RX4
NM_001256796	P2RX4
NM_001261398	P2RX4
NR_046373	P2RX4
NR_046372	P2RX4
NM_002813	PSMD9
NM_001261400	PSMD9
NR_048555	PSMD9
NM_021009	UBC
NM_006325	RAN
NM_001002019	PUS1
NM_001002020	PUS1
NM_025215	PUS1
NM_003440	ZNF140
NM_001165887	ZNF268
NM_001165886	ZNF268
NM_001165885	ZNF268
NM_001165884	ZNF268
NM_001165883	ZNF268
NM_001165882	ZNF268
NM_152943	ZNF268
NM_003415	ZNF268
NM_001165881	ZNF268
NM_024561	NAA16
NM_001243799	TSC22D1
NM_183422	TSC22D1
NM_007249	KLF12
NM_080759	DACH1
NM_004392	DACH1
NM_080760	DACH1
NR_026580	TFDP1
NM_001846	COL4A2
NM_007111	TFDP1
NM_003453	ZMYM2
NM_001190965	ZMYM2
NM_001190964	ZMYM2
NM_197968	ZMYM2
NM_000059	BRCA2
NM_001127217	SMAD9
NM_017569	FAM48A
NM_001014286	FAM48A
NM_005905	SMAD9
NM_172373	ELF1
NM_001145353	ELF1
NM_002015	FOXO1
NM_004128	GTF2F2
NM_000321	RB1
NM_005986	SOX1
NM_001267554	F7
NM_000131	F7
NR_051961	F7
NM_019616	F7
NM_000820	GAS6
NM_002097	GTF3A
NM_145657	GSX1
NM_001265	CDX2
NM_000209	PDX1
NM_002128	HMGB1
NM_001136571	ZAR1L
NM_003914	CCNA1
NM_001111047	CCNA1
NM_001111046	CCNA1
NM_001111045	CCNA1
NM_000538	RFXAP
NM_018527	NAA16
NM_001110798	NAA16
NM_003701	TNFSF11
NM_033012	TNFSF11
NM_006022	TSC22D1
NM_001243798	TSC22D1
NM_001243797	TSC22D1
NM_003295	TPT1
NM_014166	MED4
NM_001040444	PHF11
NM_001040443	PHF11
NM_001730	KLF5
NR_026983	BTF3P11
NM_006237	POU4F1
NR_027349	MIR17HG
NR_027350	MIR17HG
NM_007084	SOX21
NM_007129	ZIC2
NM_001143946	GAS6
NM_001143945	GAS6
NM_014574	STRN3
NM_001083893	STRN3
NM_006255	PRKCH
NM_004689	MTA1
NM_014226	MOK
NM_001203258	MTA1
NM_002742	PRKD1
NM_013448	BAZ1A
NM_182648	BAZ1A
NM_002791	PSMA6
NM_174978	C14orf39
NM_003082	SNAPC1
NM_001437	ESR2
NM_001040275	ESR2
NM_001040276	ESR2
NM_001214903	ESR2
NM_001214902	ESR2
NM_197957	MAX
NM_001005744	NUMB
NM_003744	NUMB
NM_001005745	NUMB
NM_001005743	NUMB
NM_182894	VSX2
NM_004452	ESRRB
NM_201595	GTF2A1
NM_015859	GTF2A1
NR_048573	GTF2A1
NM_001085471	FOXN3
NM_005197	FOXN3
NM_004755	RPS6KA5
NM_182398	RPS6KA5
NM_001199427	TRAF3
NM_003300	TRAF3
NM_015156	RCOR1
NM_145726	TRAF3
NM_145725	TRAF3
NM_015316	PPP1R13B
NM_001014431	AKT1
NM_005163	AKT1
NM_001014432	AKT1
NM_001242787	BRF1
NM_001242786	BRF1
NM_001244249	APEX1
NM_001641	APEX1
NM_080649	APEX1
NM_080648	APEX1
NM_001102454	ZNF219
NM_016423	ZNF219
NM_001101672	ZNF219
NM_007192	SUPT16H
NM_005407	SALL2
NM_004995	MMP14
NM_198086	AJUBA
NM_032876	AJUBA
NM_173527	REM2
NM_001805	CEBPE
NM_020834	HOMEZ
NM_033400	ZFHX2
NM_005794	DHRS2
NM_182908	DHRS2
NM_006084	IRF9
NM_017999	RNF31
NM_006177	NRL
NM_001184739	TSSK4
NM_174944	TSSK4
NM_006871	RIPK3
NM_004554	NFATC4
NM_001198967	NFATC4
NM_001198966	NFATC4
NM_001136022	NFATC4
NM_001198965	NFATC4
NM_005249	FOXG1
NM_020529	NFKBIA
NM_003317	NKX2-1
NM_014360	NKX2-8
NM_001079668	NKX2-1
NM_004496	FOXA1
NM_002013	FKBP3
NM_018353	MIS18BP1
NM_000956	PTGER2
NM_001202	BMP4
NM_130851	BMP4
NM_130850	BMP4
NM_199047	TBPL2
NM_172337	OTX2
NM_021728	OTX2
NM_002892	ARID4A
NM_023001	ARID4A
NM_023000	ARID4A
NM_007374	SIX6
NM_005982	SIX1
NM_017420	SIX4
NM_001243084	HIF1A
NM_001530	HIF1A
NM_181054	HIF1A
NM_006977	ZBTB25
NM_145116	MAX
NM_145114	MAX
NM_145113	MAX
NM_145112	MAX
NM_002382	MAX
NM_001244698	ZFP36L1
NM_001244701	ZFP36L1
NM_004926	ZFP36L1
NM_005466	MED6
NM_002632	PGF
NM_001207012	PGF
NM_005252	FOS
NM_001135048	JDP2
