Gene Id	Gene Symbol	Entrez ID	Chromosome	Transcription Start	Transcription End
uc002xtl.3	NCOA3	8202	chr20	46130600	46285621
uc002xtn.3	NCOA3	8202	chr20	46130600	46285621
uc010ght.2	NCOA3	8202	chr20	46130600	46285621
uc002xtm.3	NCOA3	8202	chr20	46130600	46285621
uc010zyc.2	NCOA3	8202	chr20	46255745	46285621
uc002xuz.3	SNAI1	6615	chr20	48599512	48605420
uc002xvi.2	CEBPB	1051	chr20	48807119	48809227
uc002xwo.3	TSHZ2	128553	chr20	51588945	52111869
uc021wex.1	TSHZ2	128553	chr20	51801821	52111869
uc002xya.3	TFAP2C	7022	chr20	55204357	55214338
uc010zzi.2	TFAP2C	7022	chr20	55205937	55214338
uc002ygj.2	ZGPAT	84619	chr20	62339379	62367538
uc010gkl.2	ZGPAT	84619	chr20	62339379	62367538
uc002ygi.2	ZGPAT	84619	chr20	62338793	62367538
uc002ygk.3	ZGPAT	84619	chr20	62339379	62367538
uc002ygm.3	ZGPAT	84619	chr20	62339379	62367538
uc002ygn.4	ZGPAT	84619	chr20	62339904	62370460
uc010gkk.2	ZGPAT	84619	chr20	62339379	62367538
uc002ygq.3	SLC2A4RG	56731	chr20	62371210	62375403
uc002ygr.3	SLC2A4RG	56731	chr20	62371658	62375403
uc011abj.2	SLC2A4RG	56731	chr20	62372463	62375403
uc002ygs.3	SLC2A4RG	56731	chr20	62372463	62375403
uc002yii.3	MYT1	4661	chr20	62795826	62873606
uc002yij.3	MYT1	4661	chr20	62838946	62873606
uc002yih.3	MYT1	4661	chr20	62783143	62859455
uc002wdz.3	TCF15	6939	chr20	584636	590910
uc002wec.3	SCRT2	85508	chr20	642239	656823
uc002wlq.3	PCNA	5111	chr20	5095598	5107268
uc002wlp.3	PCNA	5111	chr20	5095598	5100647
uc010zqs.1	PCNA	5111	chr20	5098691	5107268
uc010gcz.3	NKX2-4	644524	chr20	21376004	21378047
uc002wsi.3	NKX2-2	4821	chr20	21491659	21494664
uc002wsn.3	FOXA2	3170	chr20	22561641	22566101
uc002wsm.3	FOXA2	3170	chr20	22561641	22565101
uc002wuf.3	VSX1	30813	chr20	25056098	25062767
uc002wug.1	VSX1	30813	chr20	25059194	25062767
uc002wue.3	VSX1	30813	chr20	25052129	25062767
uc010gdd.2	VSX1	30813	chr20	25052129	25062767
uc010gde.2	VSX1	30813	chr20	25052129	25062767
uc010gdf.2	VSX1	30813	chr20	25052129	25062767
uc002wwt.1	FOXS1	2307	chr20	30432102	30433420
uc002wxn.2	PLAGL2	5326	chr20	30780306	30795546
uc002wya.4	COMMD7	149951	chr20	31290492	31331814
uc010ged.3	COMMD7	149951	chr20	31290492	31331814
uc002wyb.2	COMMD7	149951	chr20	31290504	31331814
uc002wzu.4	E2F1	1869	chr20	32263291	32274210
uc002xaw.3	NCOA6	23054	chr20	33302577	33413433
uc021wcd.1	NCOA6	23054	chr20	33302577	33413433
uc002xav.3	NCOA6	23054	chr20	33302577	33409442
uc021wce.1	NCOA6	23054	chr20	33326701	33370207
uc021wcf.1	NCOA6	23054	chr20	33326701	33370207
uc010gew.1	NCOA6	23054	chr20	33345022	33380366
uc021wct.1	SCAND1	51282	chr20	34541538	34543281
uc002xen.2	SCAND1	51282	chr20	34541538	34542548
uc002xgi.3	RBL1	5933	chr20	35626177	35724410
uc002xgj.1	RBL1	5933	chr20	35631976	35724410
uc010gfv.1	RBL1	5933	chr20	35684548	35724410
uc002xji.3	MAFB	9935	chr20	39314516	39317876
uc002xjs.1	ZHX3	23051	chr20	39807088	39928739
uc002xjt.1	ZHX3	23051	chr20	39807088	39928739
uc002xju.1	ZHX3	23051	chr20	39807088	39946242
uc002xjr.1	ZHX3	23051	chr20	39807088	39900896
uc010ggg.1	ZHX3	23051	chr20	39807088	39833706
uc002xjv.1	ZHX3	23051	chr20	39830922	39928739
uc002xjw.1	ZHX3	23051	chr20	39830922	39928739
uc002xtb.1	ZMYND8	23613	chr20	45838380	45985474
uc002xtc.1	ZMYND8	23613	chr20	45838380	45985474
uc002xtd.1	ZMYND8	23613	chr20	45838380	45985474
uc002xsw.1	ZMYND8	23613	chr20	45838380	45976670
uc002xte.1	ZMYND8	23613	chr20	45838380	45985474
uc002xsx.1	ZMYND8	23613	chr20	45838380	45976670
uc002xsy.1	ZMYND8	23613	chr20	45838380	45976670
uc010zya.1	ZMYND8	23613	chr20	45838380	45985474
uc002xtf.1	ZMYND8	23613	chr20	45838380	45985474
uc002xss.2	ZMYND8	23613	chr20	45838380	45985474
uc010zxy.1	ZMYND8	23613	chr20	45838380	45985240
uc002xsz.1	ZMYND8	23613	chr20	45838380	45981268
uc010ghr.1	ZMYND8	23613	chr20	45838380	45976670
uc002xta.1	ZMYND8	23613	chr20	45838380	45984401
uc002xst.1	ZMYND8	23613	chr20	45838380	45976670
uc010zxz.1	ZMYND8	23613	chr20	45838380	45985474
uc002xsu.1	ZMYND8	23613	chr20	45838380	45976670
uc002xsv.1	ZMYND8	23613	chr20	45838380	45976670
uc010ghs.2	ZMYND8	23613	chr20	45866072	45976859
uc002xtg.3	ZMYND8	23613	chr20	45866072	45947805
uc010ghq.1	ZMYND8	23613	chr20	45838380	45905539
uc002xsr.1	ZMYND8	23613	chr20	45838380	45867893
uc002xth.3	ZMYND8	23613	chr20	45926887	45985474
uc002xvd.3	UBE2V1	7335	chr20	48697660	48732494
uc002xve.3	UBE2V1	7335	chr20	48697660	48732494
uc002xva.3	UBE2V1	7335	chr20	48697660	48729710
uc002xvc.3	UBE2V1	7335	chr20	48697660	48732491
uc002xvb.3	UBE2V1	7335	chr20	48697660	48729710
uc002xvt.1	ADNP	23394	chr20	49506882	49547527
uc002xvu.1	ADNP	23394	chr20	49506882	49547527
uc010zyx.2	NFATC2	4773	chr20	50007764	50179168
uc002xwc.3	NFATC2	4773	chr20	50007764	50159258
uc002xwd.3	NFATC2	4773	chr20	50007764	50159258
uc010zyv.2	NFATC2	4773	chr20	50007764	50159258
uc010zyy.2	NFATC2	4773	chr20	50007764	50179168
uc010zyw.2	NFATC2	4773	chr20	50007764	50159258
uc010zyz.2	NFATC2	4773	chr20	50007764	50179168
uc002xwe.3	NFATC2	4773	chr20	50007764	50179168
uc002xwq.4	ZNF217	7764	chr20	52183609	52199707
uc010gij.1	ZNF217	7764	chr20	52192265	52210801
uc010gip.1	BMP7	655	chr20	55743808	55841707
uc002xyc.3	BMP7	655	chr20	55748051	55841707
uc002ybs.3	TAF4	6874	chr20	60549853	60640866
uc002ycx.1	GATA5	140628	chr20	61038552	61051026
uc002ydp.3	TCFL5	10732	chr20	61472466	61493115
uc002ydo.3	TCFL5	10732	chr20	61472466	61492109
uc002ydq.3	TCFL5	10732	chr20	61482845	61493115
uc002yhs.3	SOX18	54345	chr20	62679078	62680979
uc002yly.4	GABPA	2551	chr21	27107328	27144771
uc002ylx.4	GABPA	2551	chr21	27107257	27144771
uc002ynl.2	BACH1	571	chr21	30677559	30734217
uc002ynj.3	BACH1	571	chr21	30671219	30718469
uc002ynk.3	BACH1	571	chr21	30671736	30718469
uc002yqx.2	OLIG2	10215	chr21	34398215	34401503
uc002yvr.2	SIM2	6493	chr21	38071990	38122510
uc002yvq.3	SIM2	6493	chr21	38071990	38118219
uc002yvp.3	SIM2	6493	chr21	38071990	38082907
uc002yxg.3	ETS2	2114	chr21	40177848	40196878
uc002yxf.3	ETS2	2114	chr21	40177230	40196878
uc002zcq.1	PKNOX1	5316	chr21	44394642	44453688
uc002zcp.1	PKNOX1	5316	chr21	44394642	44449067
uc011aex.1	PKNOX1	5316	chr21	44394642	44453688
uc002zcr.3	PKNOX1	5316	chr21	44424435	44438159
uc002zjo.2	DIP2A	23181	chr21	47878861	47989926
uc011afz.1	DIP2A	23181	chr21	47878861	47989926
uc011afy.1	DIP2A	23181	chr21	47878861	47976432
uc002zjn.3	DIP2A	23181	chr21	47878861	47970023
uc002zjm.3	DIP2A	23181	chr21	47878861	47967120
uc002zjl.3	DIP2A	23181	chr21	47878861	47966219
uc010gql.3	DIP2A	23181	chr21	47878861	47967120
uc002zjp.1	DIP2A	23181	chr21	47924225	47965186
uc002zjq.3	DIP2A	23181	chr21	47958647	47967120
uc002zjr.3	DIP2A	23181	chr21	47972823	47979011
uc002zjs.2	DIP2A	23181	chr21	47981197	47989926
uc002zjt.2	DIP2A	23181	chr21	47983695	47989926
uc002zjx.3	PRMT2	3275	chr21	48055506	48085155
uc002zjy.3	PRMT2	3275	chr21	48055506	48085155
uc010gqm.3	PRMT2	3275	chr21	48055506	48085155
uc002zjw.3	PRMT2	3275	chr21	48055506	48080068
uc021wkc.1	PRMT2	3275	chr21	48055506	48075276
uc011aga.2	PRMT2	3275	chr21	48055506	48085155
uc011agb.2	PRMT2	3275	chr21	48055506	48085155
uc011agc.2	PRMT2	3275	chr21	48055506	48085155
uc002zjz.1	PRMT2	3275	chr21	48063197	48081848
uc002yqn.3	GCFC1	94104	chr21	34106209	34144169
uc002yqo.3	GCFC1	94104	chr21	34106209	34144169
uc002yqp.3	GCFC1	94104	chr21	34113649	34144169
uc002yqm.3	GCFC1	94104	chr21	34106209	34129105
uc002yql.3	GCFC1	94104	chr21	34106209	34124221
uc002yqr.2	GCFC1	94104	chr21	34131666	34144169
uc002yud.3	RCAN1	1827	chr21	35888783	35986745
uc002yub.3	RCAN1	1827	chr21	35888783	35899261
uc002yue.3	RCAN1	1827	chr21	35888783	35987382
uc002yuc.3	RCAN1	1827	chr21	35888783	35986142
uc011adx.1	RCAN1	1827	chr21	35893350	35899261
uc010gmv.3	RUNX1	861	chr21	36160097	36421595
uc002yuh.3	RUNX1	861	chr21	36160097	36260987
uc002yuo.1	RUNX1	861	chr21	36193573	36260987
uc002yuk.4	RUNX1	861	chr21	36160097	36421641
uc010gmu.3	RUNX1	861	chr21	36160097	36421462
uc002yuj.4	RUNX1	861	chr21	36160097	36421595
uc002yum.1	RUNX1	861	chr21	36169709	36421255
uc010gmw.1	RUNX1	861	chr21	36205257	36421595
uc002yur.1	RUNX1	861	chr21	36231630	36253010
uc002yul.1	RUNX1	861	chr21	36169709	36206898
uc002yut.1	RUNX1	861	chr21	36259139	37357047
uc002yun.1	RUNX1	861	chr21	36193573	36202268
uc010gnw.3	ERG	2078	chr21	39751949	40032591
uc011ael.2	ERG	2078	chr21	39751949	40033704
uc021wjd.1	ERG	2078	chr21	39739182	40033704
uc002yxb.3	ERG	2078	chr21	39751949	40033704
uc002yxa.3	ERG	2078	chr21	39751949	39870428
uc010gnv.3	ERG	2078	chr21	39751949	39956869
uc011aek.2	ERG	2078	chr21	39751949	39870428
uc010gnx.3	ERG	2078	chr21	39751949	40032591
uc002yxc.4	ERG	2078	chr21	39771994	40033704
uc011aem.1	ERG	2078	chr21	39763871	39870428
uc010gny.1	ERG	2078	chr21	39764297	39775631
uc010gnz.3	ERG	2078	chr21	39842699	40033704
uc002zdf.2	SIK1	150094	chr21	44834397	44847002
uc002zqc.3	TBX1	6899	chr22	19744225	19771112
uc002zqb.3	TBX1	6899	chr22	19744225	19767068
uc002zqa.1	TBX1	6899	chr22	19744225	19754855
uc002zto.3	LZTR1	8216	chr22	21336557	21353326
uc002ztn.3	LZTR1	8216	chr22	21333750	21353326
uc011ahy.2	LZTR1	8216	chr22	21336557	21353326
uc010gsr.1	LZTR1	8216	chr22	21341792	21348960
uc002zyb.3	SMARCB1	6598	chr22	24129149	24176705
uc002zyc.3	SMARCB1	6598	chr22	24129149	24176705
uc002zyd.3	SMARCB1	6598	chr22	24129149	24176705
uc002zya.3	SMARCB1	6598	chr22	24129149	24176696
uc002zyg.2	SMARCB1	6598	chr22	24129149	24143960
uc011ajb.1	SMARCB1	6598	chr22	24129149	24143960
uc002zye.1	SMARCB1	6598	chr22	24133942	24145571
uc002zyf.1	SMARCB1	6598	chr22	24133942	24145571
uc010gue.1	SMARCB1	6598	chr22	24133942	24145571
uc003aku.3	DRG1	4733	chr22	31795538	31830172
uc003anj.3	ISX	91464	chr22	35462129	35483380
uc003ant.2	HMOX1	3162	chr22	35777059	35790207
uc011anp.2	MAFF	23764	chr22	38597938	38612517
uc003avc.3	MAFF	23764	chr22	38597938	38612517
uc011anr.2	MAFF	23764	chr22	38599026	38612517
uc011anq.2	MAFF	23764	chr22	38597938	38612517
uc003avd.3	MAFF	23764	chr22	38609541	38612517
uc003axu.1	TAB1	10454	chr22	39795758	39833132
uc003axt.3	TAB1	10454	chr22	39795758	39827887
uc003axr.3	TAB1	10454	chr22	39745953	39827887
uc011aok.2	TAB1	10454	chr22	39795758	39827887
uc003axz.3	ATF4	468	chr22	39916568	39918691
uc003aya.3	ATF4	468	chr22	39916568	39918691
uc011aol.1	ATF4	468	chr22	39916568	39918685
uc003azl.4	EP300	2033	chr22	41488613	41576081
uc003azy.3	TEF	7008	chr22	41777962	41795330
uc003azx.3	TEF	7008	chr22	41763391	41795330
uc011apa.2	TEF	7008	chr22	41777962	41795330
uc021wqe.1	TEF	7008	chr22	41777962	41790320
uc003bao.1	XRCC6	2547	chr22	42017294	42060052
uc003bap.1	XRCC6	2547	chr22	42017294	42060052
uc011apc.1	XRCC6	2547	chr22	42017294	42060052
uc003bar.2	XRCC6	2547	chr22	42017353	42060052
uc003bbi.3	SREBF2	6721	chr22	42229105	42302375
uc003bbj.3	SREBF2	6721	chr22	42266892	42302375
uc003bgw.1	PPARA	5465	chr22	46546498	46639653
uc003bgx.1	PPARA	5465	chr22	46546498	46639653
uc010hab.1	PPARA	5465	chr22	46546730	46639653
uc003bhb.1	PPARA	5465	chr22	46572649	46639653
uc010hac.1	PPARA	5465	chr22	46594241	46639653
uc003bha.3	PPARA	5465	chr22	46572649	46616543
uc003bgy.1	PPARA	5465	chr22	46567182	46594488
uc003bgz.1	PPARA	5465	chr22	46567182	46594488
uc011ags.2	GSC2	2928	chr22	19136503	19137796
uc002zpf.1	HIRA	7290	chr22	19318223	19419219
uc010grp.3	HIRA	7290	chr22	19338880	19435755
uc010gro.2	HIRA	7290	chr22	19318223	19435755
uc011agx.1	HIRA	7290	chr22	19318223	19419219
uc010grn.1	HIRA	7290	chr22	19318223	19419219
uc002zvn.3	MAPK1	5594	chr22	22113946	22221970
uc002zvo.3	MAPK1	5594	chr22	22123318	22221970
uc010gtk.1	MAPK1	5594	chr22	22123483	22221970
uc002zxs.3	ZNF70	7621	chr22	24083771	24093279
uc021wnp.1	XBP1	7494	chr22	29190547	29196560
uc003aec.3	XBP1	7494	chr22	29190547	29193033
uc003aon.4	RBFOX2	23543	chr22	36134782	36424585
uc003aoo.4	RBFOX2	23543	chr22	36134782	36424585
uc003aol.4	RBFOX2	23543	chr22	36134782	36236630
uc003aoj.4	RBFOX2	23543	chr22	36134782	36236630
uc003aok.4	RBFOX2	23543	chr22	36134782	36236630
uc003aoh.4	RBFOX2	23543	chr22	36134782	36236630
uc010gwu.3	RBFOX2	23543	chr22	36134782	36334945
uc003aom.4	RBFOX2	23543	chr22	36134782	36236630
uc021wok.1	RBFOX2	23543	chr22	36134782	36156079
uc003bab.3	PHF5A	84844	chr22	41855720	41864708
uc003bcn.4	NFAM1	150372	chr22	42776413	42828401
uc003bkr.3	MAPK11	5600	chr22	50702141	50708779
uc010hay.1	MAPK11	5600	chr22	50703223	50706878
uc011art.1	MAPK11	5600	chr22	50704577	50708779
uc010haz.2	MAPK11	5600	chr22	50704577	50709340
uc003bqf.3	BHLHE40	8553	chr3	5021096	5026865
uc011asw.2	BHLHE40	8553	chr3	5021096	5026865
uc003bvc.3	VHL	7428	chr3	10183318	10195354
uc003bvd.3	VHL	7428	chr3	10183318	10195354
uc003bve.1	IRAK2	3656	chr3	10206562	10285427
uc003bwr.3	PPARG	5468	chr3	12329348	12475855
uc003bwu.3	PPARG	5468	chr3	12330435	12475855
uc003bws.3	PPARG	5468	chr3	12329348	12475855
uc003bwx.3	PPARG	5468	chr3	12393000	12475855
uc003bwv.3	PPARG	5468	chr3	12353878	12475855
uc010hea.1	PPARG	5468	chr3	12421202	12458653
uc003bwt.1	PPARG	5468	chr3	12330435	12448345
uc003bww.1	PPARG	5468	chr3	12393000	12448345
uc010hdz.1	PPARG	5468	chr3	12330435	12421430
uc003bxy.3	HDAC11	79885	chr3	13521714	13547924
uc011auy.2	HDAC11	79885	chr3	13521843	13547924
uc010heb.3	HDAC11	79885	chr3	13521223	13547924
uc011aux.2	HDAC11	79885	chr3	13521714	13547924
uc003bzi.3	NR2C2	7182	chr3	14989235	15090780
uc003bzj.4	NR2C2	7182	chr3	14989235	15090780
uc003cbk.1	KCNH8	131096	chr3	19190016	19577135
uc010hex.1	KCNH8	131096	chr3	19190016	19577135
uc011awe.1	KCNH8	131096	chr3	19190016	19492896
uc011awf.1	KCNH8	131096	chr3	19431972	19492896
uc003cbq.3	KAT2B	8850	chr3	20081523	20195896
uc003ccs.2	NR1D2	9975	chr3	23986750	24022109
uc011awk.1	NR1D2	9975	chr3	23987611	24022109
uc010hfd.2	NR1D2	9975	chr3	23986750	24022109
uc003cdh.3	RARB	5915	chr3	25469833	25639422
uc003cdi.2	RARB	5915	chr3	25469753	25639422
uc011awl.2	RARB	5915	chr3	25215822	25639422
uc011ayi.2	MYD88	4615	chr3	38179968	38184512
uc003chx.3	MYD88	4615	chr3	38179968	38184512
uc011ayj.2	MYD88	4615	chr3	38179968	38184512
uc011ayk.2	MYD88	4615	chr3	38179968	38184512
uc011ayl.2	MYD88	4615	chr3	38179968	38184512
uc011ayh.2	MYD88	4615	chr3	38179968	38182070
uc003ckq.2	CTNNB1	1499	chr3	41240941	41281939
uc003ckp.2	CTNNB1	1499	chr3	41240941	41281939
uc003ckr.2	CTNNB1	1499	chr3	41240941	41281939
uc011azf.1	CTNNB1	1499	chr3	41240941	41281939
uc011azg.1	CTNNB1	1499	chr3	41240941	41281939
uc010hia.1	CTNNB1	1499	chr3	41236400	41280845
uc003ckt.1	CTNNB1	1499	chr3	41277162	41278958
uc003cnj.3	ZNF167	55888	chr3	44596712	44613650
uc003cnk.3	ZNF167	55888	chr3	44596712	44624973
uc010hin.3	ZNF167	55888	chr3	44596720	44613650
uc003cni.3	ZNF167	55888	chr3	44596720	44624973
uc003cnh.3	ZNF167	55888	chr3	44596720	44612157
uc010hio.3	ZNF167	55888	chr3	44596720	44624973
uc003cnm.3	ZNF197	10168	chr3	44666510	44686752
uc003cnn.3	ZNF197	10168	chr3	44666510	44689963
uc003cno.3	ZNF197	10168	chr3	44666510	44689963
uc003cnp.3	ZNF197	10168	chr3	44666510	44689963
uc003cnq.3	ZNF35	7584	chr3	44690232	44702283
uc003cnr.3	ZNF35	7584	chr3	44690232	44702283
uc021xam.1	MITF	4286	chr3	69985750	70017488
uc003dnz.3	MITF	4286	chr3	69788585	70017488
uc003dob.3	MITF	4286	chr3	69915374	70017488
uc011bgb.2	MITF	4286	chr3	69812706	70017488
uc003doa.3	MITF	4286	chr3	69812961	70017488
uc003doe.3	MITF	4286	chr3	69985750	70017488
uc003dof.3	MITF	4286	chr3	69985750	70017488
uc021xal.1	MITF	4286	chr3	69985750	69988216
uc003doc.1	MITF	4286	chr3	69925490	69928534
uc003edi.3	NR1I2	8856	chr3	119499330	119537332
uc003edj.3	NR1I2	8856	chr3	119499330	119537332
uc003edk.3	NR1I2	8856	chr3	119501556	119537332
uc003edl.3	NR1I2	8856	chr3	119529922	119537332
uc003eef.3	ARGFX	503582	chr3	121286777	121309469
uc003etw.3	ZBTB38	253461	chr3	141043054	141168632
uc010hun.3	ZBTB38	253461	chr3	141106488	141168632
uc010huo.3	ZBTB38	253461	chr3	141106488	141168632
uc003ety.3	ZBTB38	253461	chr3	141121659	141168632
uc010hup.3	ZBTB38	253461	chr3	141144957	141168632
uc003ewe.3	ZIC1	7545	chr3	147127180	147134506
uc003exv.3	TSC22D2	9819	chr3	150126787	150177615
uc003exw.3	TSC22D2	9819	chr3	150126787	150177615
uc003exx.3	TSC22D2	9819	chr3	150126787	150177615
uc003ffu.3	MYNN	55892	chr3	169490852	169507504
uc011bpm.2	MYNN	55892	chr3	169490852	169507504
uc003fft.3	MYNN	55892	chr3	169490852	169507504
uc003ffv.3	MYNN	55892	chr3	169490852	169507504
uc010hwo.3	MYNN	55892	chr3	169492052	169507504
uc003ffw.1	MYNN	55892	chr3	169496671	169502496
uc003fgs.2	PRKCI	5584	chr3	169940219	170023770
uc003fgt.2	PRKCI	5584	chr3	170009434	170023770
uc003fjr.1	ZNF639	51193	chr3	179041550	179053320
uc003fjq.1	ZNF639	51193	chr3	179040818	179053320
uc003fkx.3	SOX2	6657	chr3	181429711	181432223
uc010hyf.3	MAP3K13	9175	chr3	185000728	185206882
uc011brt.2	MAP3K13	9175	chr3	185000728	185206882
uc003fpi.3	MAP3K13	9175	chr3	185080835	185206882
uc003fpg.4	MAP3K13	9175	chr3	185000728	185010867
uc011bru.2	MAP3K13	9175	chr3	185046682	185206882
uc010hyg.3	MAP3K13	9175	chr3	185080835	185206882
uc003fph.4	MAP3K13	9175	chr3	185046682	185169322
uc003fry.2	TP63	8626	chr3	189349215	189615068
uc003frz.2	TP63	8626	chr3	189349215	189615068
uc003frx.2	TP63	8626	chr3	189349215	189599284
uc003fsc.2	TP63	8626	chr3	189507448	189615068
uc003fsd.2	TP63	8626	chr3	189507448	189615068
uc003fsb.2	TP63	8626	chr3	189507448	189599284
uc010hzc.1	TP63	8626	chr3	189349215	189615068
uc021xir.1	TP63	8626	chr3	189507448	189615068
uc010hzd.1	TP63	8626	chr3	189507448	189615068
uc003fsa.2	TP63	8626	chr3	189507448	189591364
uc003fse.1	TP63	8626	chr3	189526060	189587195
uc003ftq.2	HES1	3280	chr3	193853930	193856401
uc011bst.2	HES1	3280	chr3	193853930	193855073
uc003bsx.1	TADA3	10474	chr3	9821653	9834420
uc003bsy.3	TADA3	10474	chr3	9824811	9834420
uc010hcn.1	TADA3	10474	chr3	9821653	9834695
uc003bsw.1	TADA3	10474	chr3	9821653	9829767
uc003cbi.3	SATB1	6304	chr3	18389132	18466829
uc003cbj.3	SATB1	6304	chr3	18389132	18480265
uc003cbh.3	SATB1	6304	chr3	18389132	18466829
uc003ccz.4	THRB	7068	chr3	24158644	24536313
uc010hfe.3	THRB	7068	chr3	24158644	24536313
uc003ccy.4	THRB	7068	chr3	24158644	24536313
uc003ccx.4	THRB	7068	chr3	24158644	24536313
uc003cdc.3	THRB	7068	chr3	24193880	24536313
uc003cde.1	THRB	7068	chr3	24193880	24536453
uc003cdd.3	THRB	7068	chr3	24193880	24536313
uc021wuc.1	THRB	7068	chr3	24231456	24536313
uc021wud.1	THRB	7068	chr3	24270428	24536313
uc003cda.1	THRB	7068	chr3	24193880	24206950
uc003cdx.3	EOMES	8320	chr3	27757885	27763785
uc011axc.1	EOMES	8320	chr3	27757999	27764206
uc003cdy.3	EOMES	8320	chr3	27757999	27763785
uc010hfn.2	EOMES	8320	chr3	27757999	27763785
uc010hga.3	UBP1	7342	chr3	33429828	33481897
uc003cfq.4	UBP1	7342	chr3	33429828	33481870
uc003cfr.4	UBP1	7342	chr3	33429828	33481870
uc003cjg.3	CSRNP1	64651	chr3	39183341	39195102
uc003cjh.3	CSRNP1	64651	chr3	39183341	39196053
uc003cnf.2	ZNF445	353274	chr3	44481261	44519162
uc011azw.1	ZNF445	353274	chr3	44481261	44561226
uc011azv.1	ZNF445	353274	chr3	44481261	44497188
uc021wwo.1	ZNF445	353274	chr3	44496370	44519162
uc003czm.3	HYAL1	3373	chr3	50337319	50341004
uc003czs.3	HYAL1	3373	chr3	50337319	50349812
uc003czp.3	HYAL1	3373	chr3	50337319	50341004
uc003czo.3	HYAL1	3373	chr3	50337319	50341004
uc003czq.3	HYAL1	3373	chr3	50337319	50341004
uc003czr.3	HYAL1	3373	chr3	50337319	50341004
uc003czn.3	HYAL1	3373	chr3	50337319	50341004
uc003czt.3	HYAL1	3373	chr3	50337323	50341004
uc003dda.2	TLR9	54106	chr3	52255095	52260179
uc003ddb.3	TLR9	54106	chr3	52255095	52265247
uc003ddc.1	TLR9	54106	chr3	52257935	52263798
uc003dhn.3	WNT5A	7474	chr3	55499742	55521331
uc010hmw.3	WNT5A	7474	chr3	55499742	55515403
uc003dhm.3	WNT5A	7474	chr3	55499742	55514961
uc010hmx.3	WNT5A	7474	chr3	55499742	55521331
uc003din.4	HESX1	8820	chr3	57231943	57234280
uc003doo.3	FOXP1	27086	chr3	71003864	71632904
uc003dop.3	FOXP1	27086	chr3	71003864	71633140
uc021xan.1	FOXP1	27086	chr3	71003864	71592708
uc021xao.1	FOXP1	27086	chr3	71003864	71633140
uc003dol.3	FOXP1	27086	chr3	71003864	71294316
uc003dom.3	FOXP1	27086	chr3	71003864	71353911
uc003doj.3	FOXP1	27086	chr3	71003864	71180092
uc003doi.3	FOXP1	27086	chr3	71003864	71114074
uc003dos.3	FOXP1	27086	chr3	71247033	71633140
uc003don.3	FOXP1	27086	chr3	71003864	71542706
uc003dok.3	FOXP1	27086	chr3	71003864	71180092
uc003doq.1	FOXP1	27086	chr3	71007417	71408395
uc003dor.1	FOXP1	27086	chr3	71017534	71090683
uc010hoj.1	POU1F1	5449	chr3	87308782	87325737
uc003dqq.1	POU1F1	5449	chr3	87308782	87325737
uc010hqo.3	ZNF80	7634	chr3	113953479	113956425
uc003edn.3	GSK3B	2932	chr3	119540801	119813264
uc003edo.3	GSK3B	2932	chr3	119540801	119813264
uc003edm.3	GSK3B	2932	chr3	119540801	119582452
uc003eeh.4	HCLS1	3059	chr3	121350245	121379791
uc011bjj.2	HCLS1	3059	chr3	121350245	121379791
uc011bjk.1	HCLS1	3059	chr3	121351178	121379791
uc011bjl.1	HCLS1	3059	chr3	121362967	121379791
uc003ehx.4	ZNF148	7707	chr3	124944512	125094198
uc003ehz.4	ZNF148	7707	chr3	124944512	125094198
uc010hsa.3	ZNF148	7707	chr3	124944512	125094198
uc003eia.4	ZNF148	7707	chr3	124944512	125094198
uc003ehy.3	ZNF148	7707	chr3	124950914	125094198
uc011bkk.1	KLF15	28999	chr3	126061477	126076236
uc003eiv.3	ZXDC	79364	chr3	126156443	126194762
uc003eix.2	ZXDC	79364	chr3	126169958	126194762
uc010hsh.3	ZXDC	79364	chr3	126156443	126194762
uc003ekm.3	GATA2	2624	chr3	128198264	128207373
uc003eko.2	GATA2	2624	chr3	128198264	128212030
uc003ekn.3	GATA2	2624	chr3	128198264	128206764
uc003elr.4	CNBP	7555	chr3	128886657	128902810
uc003elq.4	CNBP	7555	chr3	128886657	128902810
uc021xdv.1	CNBP	7555	chr3	128886657	128902810
uc021xdw.1	CNBP	7555	chr3	128886657	128902810
uc021xdt.1	CNBP	7555	chr3	128886657	128890614
uc021xdu.1	CNBP	7555	chr3	128886657	128890614
uc011bku.2	CNBP	7555	chr3	128886657	128902810
uc003esw.3	FOXL2	668	chr3	138663065	138665982
uc003eum.4	TFDP2	7029	chr3	141663269	141868386
uc003eun.4	TFDP2	7029	chr3	141663269	141868386
uc003eul.4	TFDP2	7029	chr3	141663269	141747507
uc011bnf.2	TFDP2	7029	chr3	141663269	141747507
uc003euk.4	TFDP2	7029	chr3	141663269	141719229
uc011bng.2	TFDP2	7029	chr3	141663269	141747507
uc003euo.3	TFDP2	7029	chr3	141713861	141868386
uc003evx.4	PLSCR1	5359	chr3	146232966	146262628
uc011bnn.2	PLSCR1	5359	chr3	146232966	146262628
uc003evz.4	PLSCR1	5359	chr3	146232966	146262628
uc003ewa.2	PLSCR1	5359	chr3	146245732	146262628
uc003exh.3	WWTR1	25937	chr3	149235021	149421115
uc003exf.3	WWTR1	25937	chr3	149235021	149375888
uc021xfm.1	WWTR1	25937	chr3	149235021	149375812
uc003exe.3	WWTR1	25937	chr3	149235021	149375109
uc011bpj.1	MECOM	2122	chr3	168801286	169381563
